,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
1536,30517,33.0,4.1,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,46,12.073551890524271
1537,19737,39.0,4.4,Cloudy,Medium,2,Snack,scooter,2.0,No,,39,13.682511992370527
1538,8952,21.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Urban,15,7.862668167467362
1539,23144,31.0,5.0,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,17,19.362698667935444
1540,32105,33.0,4.7,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,30,11.917649947364907
1541,29884,28.0,4.7,Windy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,12,6.117673772769199
1542,36690,31.0,4.9,Cloudy,Jam,0,Meal,motorcycle,2.0,Yes,Metropolitian,42,10.562878909061034
1543,22996,26.0,4.9,Stormy,Low,2,Buffet,motorcycle,0.0,,Metropolitian,10,3.0408940859661207
1544,12994,33.0,4.5,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,21,4.528246576354122
1545,11768,36.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,19.760063712201458
1546,21594,27.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,16,20.25378851619142
1547,44354,39.0,4.6,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,32,1.5322015916679785
1548,40531,25.0,4.8,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,16,2.979000204181553
1549,38305,36.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,1.5725337265584898
1550,21535,20.0,4.6,Cloudy,Medium,1,Buffet,scooter,1.0,No,Urban,19,4.560890657632929
1551,27448,28.0,4.6,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,14,3.019099197498055
1552,42106,21.0,4.9,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Urban,22,7.460848120421247
1553,14977,23.0,4.9,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,1.492335483446346
1554,31114,33.0,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,16.830914549936686
1555,32998,25.0,4.6,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,19,7.601308046038669
1556,31468,31.0,4.7,Fog,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,16,7.77225332050286
1557,19020,32.0,4.8,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,26,7.5623179451646205
1558,15298,39.0,4.6,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17,1.5147937187609204
1559,9548,,,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,12.419602040798763
1560,40935,36.0,4.2,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,33,6.037440799436396
1561,15039,25.0,4.7,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,10,11.007734763545226
1562,40403,24.0,4.7,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,28,6.0376057117344475
1563,2729,35.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,27,1.5094383129819424
1564,18380,33.0,4.9,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,9.075228438332037
1565,19872,28.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,9.122016850517015
1566,36647,37.0,4.6,Fog,Low,0,Meal,motorcycle,,No,Metropolitian,27,7.661373718989566
1567,16825,,,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,16,2.9962476557175988
1568,9020,27.0,4.8,Sunny,Low,2,Snack,scooter,,No,Metropolitian,16,3.0605577738082954
1569,41404,29.0,4.6,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,17,3.108902919947474
1570,30057,26.0,4.5,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,19,7.54640142152957
1571,32863,29.0,4.9,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,28,4.469351491031127
1572,17034,27.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,21,6.232472211068167
1573,14449,32.0,4.7,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,36,16.635451215518973
1574,14513,37.0,4.5,Windy,Medium,1,Meal,motorcycle,1.0,No,Urban,21,19.761706467416623
1575,38113,20.0,4.9,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,20,12.420728618674662
1576,28914,34.0,4.9,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,27,5.959293109772623
1577,36909,23.0,4.0,Fog,High,1,Buffet,scooter,2.0,No,Metropolitian,32,3.064009456277825
1578,23415,29.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,38,12.161450531210752
1579,18911,38.0,4.8,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,20,8.98801632116903
1580,22847,21.0,4.8,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,25,13.215310129083141
1581,27055,26.0,4.5,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,27,1.5725337265584898
1582,35005,34.0,4.7,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,13.631271209126313
1583,5114,38.0,5.0,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,28,9.314908769647658
1584,26225,34.0,5.0,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,9.157921135508076
1585,7308,38.0,4.8,Sunny,Low,2,Meal,motorcycle,0.0,No,Metropolitian,13,7.450185408300296
1586,40838,29.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,19,1.509357188958826
1587,38723,26.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,18,9.121794088673425
1588,35372,36.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20.442929762531403
1589,19794,31.0,4.9,Stormy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,40,6.147106622655738
1590,8489,21.0,4.7,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,11,4.717601091654031
1591,13683,,,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,30,17.097996940025908
1592,5199,35.0,4.1,Fog,Jam,2,Buffet,motorcycle,1.0,No,Urban,44,13.215481260053759
1593,7327,24.0,4.6,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,23,19.87568060491353
1594,17048,22.0,4.5,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,25,13.768325585931825
1595,37828,35.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,43,12.464369458885084
1596,42637,38.0,4.2,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,39,10.881197531049606
1597,20216,30.0,5.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,10.602507301323975
1598,13373,30.0,4.7,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,33,16.902955539469453
1599,10054,33.0,4.6,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,27,11.904977225543966
1600,39403,25.0,4.1,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,12.1616054457833
1601,33227,32.0,4.4,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,38,12.436148455889683
1602,44345,21.0,4.7,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,42,12.419850660021845
1603,39166,28.0,4.7,Windy,High,1,Meal,motorcycle,1.0,No,Metropolitian,29,1.554581660395558
1604,21756,26.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Urban,27,19.61919671068651
1605,5687,27.0,4.6,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,22,16.824549100056295
1606,7294,26.0,4.9,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,10.279157046165071
1607,24189,27.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,10.64149597215935
1608,11500,31.0,4.7,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,21,19.91724841573161
1609,24634,36.0,4.1,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,38,13.680908173933178
1610,45518,33.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,1.5204704530897633
1611,7525,25.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,14.152800689506924
1612,13174,28.0,4.4,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,33,7.56236421354915
1613,16467,30.0,4.8,Windy,Jam,2,Meal,scooter,1.0,No,Urban,29,13.763977224483765
1614,1682,36.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,No,,21,9.326113870466685
1615,20015,28.0,4.9,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,23,10.724672086540865
1616,11592,38.0,4.8,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,7.546817179297724
1617,351,32.0,5.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Urban,27,7.683355299985663
1618,28181,23.0,4.6,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,16,9.435201537103644
1619,43727,24.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,24,17.165842266636496
1620,11220,33.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,45,13.681416111969586
1621,32256,38.0,4.7,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,26,6.146967151883867
1622,28130,,,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,38,13.969535082261102
1623,33128,31.0,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,30,13.78828222007026
1624,42244,21.0,4.8,Fog,Medium,1,Buffet,motorcycle,0.0,No,Urban,13,9.314115494414798
1625,839,29.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,33,12.25352867430943
1626,16723,36.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,21,1.5524082339641314
1627,43143,29.0,4.9,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,21,14.152800689506924
1628,10755,23.0,4.9,Stormy,Medium,0,Snack,motorcycle,0.0,No,Urban,12,9.312838467169481
1629,4884,21.0,5.0,Windy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,37,6.147127365859639
1630,9163,29.0,3.6,Sunny,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,54,9.088005113399266
1631,8940,33.0,3.7,Windy,Medium,1,Snack,motorcycle,2.0,No,Metropolitian,35,20.85251350332284
1632,18874,,,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,22,17188.405447683213
1633,3640,26.0,4.5,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,7.648280480204149
1634,9506,33.0,5.0,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16,3.105110395480351
1635,41853,39.0,4.9,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,19,6.29013467758336
1636,30717,30.0,4.5,Stormy,Low,1,Meal,scooter,1.0,No,,28,1.5322291864616324
1637,25062,26.0,4.5,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Urban,19,3.1450674354101187
1638,12759,20.0,4.7,Stormy,Medium,1,Meal,scooter,1.0,No,Urban,29,8.92900310893238
1639,39259,35.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,23,7.343593510045146
1640,343,34.0,4.5,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,3.0251443298722513
1641,14521,39.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,28,4.674341510836766
1642,44033,28.0,4.2,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,36,16.600361127894633
1643,19568,,,Windy,Jam,0,Buffet,motorcycle,0.0,No,Urban,30,19.762371983681753
1644,12558,31.0,3.8,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,42,16.90375725450711
1645,34996,22.0,5.0,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,12.417003842455316
1646,15459,26.0,4.9,Fog,Low,2,Meal,motorcycle,0.0,No,Metropolitian,24,10.865584127143416
1647,30613,23.0,4.6,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,12,19.887012835829932
1648,19695,39.0,4.3,Windy,Medium,0,Buffet,motorcycle,0.0,No,Urban,39,4.5609284302636794
1649,43847,33.0,4.4,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,32,19.614735355631158
1650,26882,27.0,4.6,Fog,Low,2,Meal,electric_scooter,1.0,No,Urban,21,20.20724042537757
1651,16540,25.0,5.0,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,1.4897929741981528
1652,16275,25.0,4.7,Cloudy,High,0,Drinks,motorcycle,0.0,No,Metropolitian,22,6.081139316989242
1653,8106,33.0,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,23,1.509464256526504
1654,18278,38.0,4.8,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,18,7.7901226498206855
1655,11129,27.0,4.5,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,18,10.427667505217308
1656,5035,29.0,4.8,Stormy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,22,9.075387359302276
1657,31220,34.0,4.3,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,40,10.906379592916469
1658,2182,24.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,22,20.285391243061156
1659,41550,22.0,4.7,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,9.121499067346296
1660,6340,35.0,4.8,Sunny,High,2,Meal,scooter,1.0,No,Metropolitian,19,3.116222885403881
1661,8578,27.0,4.8,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,32,20.181263916560216
1662,27628,35.0,4.3,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,32,7.573523734238649
1663,18142,27.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,7.790489304916118
1664,11543,20.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,16,9.313691518003221
1665,5501,35.0,4.4,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,38,20.06892006159769
1666,12496,32.0,4.6,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,15,1.552700113213496
1667,39097,36.0,4.5,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,13.773737657135722
1668,42005,34.0,4.0,Sandstorms,Jam,2,Snack,scooter,0.0,No,Urban,33,7.684155417221766
1669,36580,21.0,4.1,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,4.65800942830899
1670,25018,38.0,4.9,Fog,Jam,1,Drinks,scooter,3.0,No,Metropolitian,49,13.58251101109925
1671,2110,27.0,5.0,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,18,4.717601091654031
1672,25079,,,,,3,Drinks,scooter,1.0,No,Metropolitian,21,6.122094799442155
1673,35248,32.0,4.7,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,22,1.4901538782348211
1674,29596,20.0,5.0,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,14.02209608257701
1675,18719,36.0,4.7,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,30,8.789760927089944
1676,1138,32.0,4.8,Sunny,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,44,13.42848578414109
1677,15541,23.0,4.7,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,26,7.772039544729619
1678,39174,23.0,4.7,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,18,17.297865752893937
1679,33546,34.0,4.9,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,9.348448896508613
1680,2874,37.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,7.761780026164523
1681,20580,29.0,4.2,Sunny,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,54,4.527917012566617
1682,1388,35.0,4.5,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,1.5545063763453175
1683,7122,21.0,4.9,Stormy,Low,2,Snack,electric_scooter,0.0,No,Urban,12,20.177416788223805
1684,28300,26.0,4.9,Sandstorms,Low,1,Buffet,scooter,0.0,No,,19,4.537905322756623
1685,38130,37.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,31,6.1287577015808035
1686,30906,20.0,4.3,Windy,Low,0,Snack,motorcycle,,No,Urban,19,1.5524064563113753
1687,38146,28.0,4.7,Stormy,High,1,Meal,motorcycle,0.0,No,Metropolitian,11,6.210416158327092
1688,30446,39.0,4.6,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,22,11.007734763545226
1689,43928,,,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,36,13.970122998320036
1690,1126,,,,,3,Snack,electric_scooter,1.0,No,Metropolitian,36,12.435842439942062
1691,16729,30.0,3.7,Sandstorms,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,38,13.611585111828559
1692,15499,27.0,4.6,Cloudy,Jam,2,Buffet,scooter,0.0,Yes,Metropolitian,43,16.851875921634182
1693,13863,36.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,6.242728165248628
1694,28993,29.0,4.6,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,4.464734973428374
1695,7879,23.0,4.5,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,17,12.161512247315562
1696,42342,31.0,4.8,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,9.121044921312752
1697,2943,32.0,4.6,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,42,20.178298581851102
1698,10474,30.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,34,1.4901739539089844
1699,44579,35.0,3.7,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,42,10.86736612005452
1700,6111,,,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,27,6.080891507792573
1701,12370,33.0,5.0,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,27,10.705468478335929
1702,40218,20.0,4.4,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,32,4.65798777420061
1703,24508,24.0,4.8,Fog,Low,2,Drinks,scooter,0.0,No,Urban,16,1.5524064563113753
1704,22722,37.0,4.1,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Semi-Urban,49,13.989584724693525
1705,15030,31.0,4.7,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,36,6.049968949133906
1706,32775,28.0,4.7,Fog,High,0,Meal,motorcycle,1.0,No,Urban,24,6.29013467758336
1707,9006,25.0,4.9,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26,10.867232952482908
1708,13588,35.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,1.5545063763453175
1709,7225,28.0,4.9,Sandstorms,Low,1,Snack,motorcycle,,No,Metropolitian,17,10.724672086540865
1710,1841,29.0,4.6,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,12,8.953146585332123
1711,44696,27.0,4.0,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,33,6.209976450653834
1712,3705,27.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,4.530109268461856
1713,27123,33.0,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,25,1.5263969093923806
1714,44257,32.0,4.6,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,12.234822043978658
1715,26395,35.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,29,1.5545063300123978
1716,34079,31.0,4.9,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,16,7.34386385828658
1717,30558,24.0,4.7,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,23,7.790172211413522
1718,28533,,,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,22,12.161016218685285
1719,26603,30.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,43,14.152800689506924
1720,13701,23.0,4.7,Sunny,Low,1,Snack,scooter,0.0,No,Urban,15,3.116172922575738
1721,25450,30.0,3.6,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,33,13.406506203246499
1722,10044,37.0,4.2,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,31,3.10548530705921
1723,41382,21.0,4.9,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,27,19.83967948357039
1724,12104,31.0,4.6,Windy,High,1,Drinks,scooter,1.0,No,Metropolitian,30,6.120941769453341
1725,32909,22.0,4.6,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,10.565179205989589
1726,7680,39.0,4.3,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,7.761422437330777
1727,4413,30.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,Yes,Semi-Urban,48,10.86728673493358
1728,5503,31.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,16.78772470691703
1729,30671,26.0,4.9,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,16.822056546184967
1730,24828,37.0,4.7,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,43,20.253459166414427
1731,3434,,,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,29,6.2323930499661815
1732,1444,32.0,4.9,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,12.256687342364243
1733,10781,24.0,4.8,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,11,1.5725337265584898
1734,3609,24.0,4.6,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,27,17.078706390612158
1735,1566,33.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,26,13.971759900481574
1736,16657,26.0,4.7,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,21,16.659903789478086
1737,38070,38.0,4.6,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,16.847895631623974
1738,7565,20.0,4.8,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,9.087720327776985
1739,15423,,,Sandstorms,Jam,2,Meal,scooter,1.0,No,Urban,34,4149.311452090887
1740,38157,35.0,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,34,1.5322206808030652
1741,42819,33.0,4.7,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,15,3.105355545897636
1742,33203,36.0,4.8,Sandstorms,Jam,1,Buffet,scooter,1.0,No,,29,12.464329547393557
1743,31366,,,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,4.657952853723973
1744,7682,24.0,2.9,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,36,10.64149597215935
1745,35416,25.0,5.0,Windy,Low,2,Drinks,electric_scooter,1.0,No,Urban,16,2.98441404121731
1746,37258,33.0,4.2,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,31,1.5368199474946824
1747,40122,36.0,4.9,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,23,6.058848944481087
1748,7134,34.0,4.4,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,42,13.611171805295367
1749,43809,38.0,4.6,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,26,11.007734763545226
1750,17011,37.0,4.9,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,9.219878420955492
1751,5034,35.0,4.6,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,7.862668167467362
1752,16914,38.0,4.4,Fog,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,39,19.974200402693512
1753,9299,34.0,4.8,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,35,3.105144914005584
1754,39218,28.0,4.9,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,19,1.5204556869457486
1755,28402,29.0,4.6,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,7.790525266897748
1756,1162,33.0,4.4,Windy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,32,5.96026517145059
1757,42837,35.0,4.4,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31,12.07439552546008
1758,20926,37.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,19.659414837289532
1759,38937,39.0,4.9,Stormy,High,0,Snack,motorcycle,3.0,Yes,Metropolitian,42,6.051108888156785
1760,28547,34.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,29,12.116950608663233
1761,30743,26.0,4.1,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,38,13.97372748658006
1762,5071,24.0,4.7,Cloudy,Medium,2,Buffet,scooter,0.0,No,,12,4.560783588900337
1763,29766,39.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,1.52916276337713
1764,6293,34.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Urban,19,3.040539883821868
1765,5921,23.0,4.8,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,21,7.790362124590408
1766,23592,27.0,4.7,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,31,12.241181140502974
1767,37722,30.0,4.6,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,7.448086298174423
1768,6211,38.0,4.7,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,44,20.178267239101707
1769,17324,37.0,4.6,Windy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,30,9.121519225579231
1770,17537,36.0,4.5,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,27,3.1214062503158333
1771,26254,22.0,4.2,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,36,16.635451215518973
1772,35088,22.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,9.363335624978802
1773,30735,32.0,4.5,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,19.35930769555367
1774,40677,36.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,4.596666924791136
1775,476,28.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,10,13.481328211163037
1776,22170,27.0,4.7,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,27,6.217860689094804
1777,26760,,,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,4.544211841103382
1778,14697,39.0,5.0,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,37,13.830329613025349
1779,9392,34.0,3.1,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,32,16.825674553475086
1780,14565,24.0,4.4,Stormy,Jam,0,Buffet,motorcycle,,No,Metropolitian,32,7.601245065584428
1781,42647,29.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,10.586888296620865
